HeartRate,SpO2,HealthStatus
68,79,HR: Above Average - SpO2: Critical
68,80,HR: Above Average - SpO2: Critical
68,81,HR: Above Average - SpO2: Critical
68,82,HR: Above Average - SpO2: Critical
68,83,HR: Above Average - SpO2: Critical
68,84,HR: Above Average - SpO2: Critical
68,85,HR: Above Average - SpO2: Critical
68,86,HR: Above Average - SpO2: Critical
68,87,HR: Above Average - SpO2: Critical
68,88,HR: Above Average - SpO2: Critical
68,89,HR: Above Average - SpO2: Critical
68,90,HR: Above Average - SpO2: Decreased
68,91,HR: Above Average - SpO2: Decreased
68,92,HR: Above Average - SpO2: Decreased
68,93,HR: Above Average - SpO2: Decreased
68,94,HR: Above Average - SpO2: Decreased
68,95,HR: Above Average - SpO2: Tolerable
68,96,HR: Above Average - SpO2: Tolerable
68,97,HR: Above Average - SpO2: Tolerable
68,98,HR: Above Average - SpO2: Normal
68,99,HR: Above Average - SpO2: Normal
68,100,HR: Above Average - SpO2: Normal
69,0,HR: Above Average - SpO2: Life-Threatening
69,1,HR: Above Average - SpO2: Life-Threatening
69,2,HR: Above Average - SpO2: Life-Threatening
69,3,HR: Above Average - SpO2: Life-Threatening
69,4,HR: Above Average - SpO2: Life-Threatening
69,5,HR: Above Average - SpO2: Life-Threatening
69,6,HR: Above Average - SpO2: Life-Threatening
69,7,HR: Above Average - SpO2: Life-Threatening
69,8,HR: Above Average - SpO2: Life-Threatening
69,9,HR: Above Average - SpO2: Life-Threatening
69,10,HR: Above Average - SpO2: Life-Threatening
69,11,HR: Above Average - SpO2: Life-Threatening
69,12,HR: Above Average - SpO2: Life-Threatening
69,13,HR: Above Average - SpO2: Life-Threatening
69,14,HR: Above Average - SpO2: Life-Threatening
69,15,HR: Above Average - SpO2: Life-Threatening
69,16,HR: Above Average - SpO2: Life-Threatening
69,17,HR: Above Average - SpO2: Life-Threatening
69,18,HR: Above Average - SpO2: Life-Threatening
69,19,HR: Above Average - SpO2: Life-Threatening
69,20,HR: Above Average - SpO2: Life-Threatening
69,21,HR: Above Average - SpO2: Life-Threatening
69,22,HR: Above Average - SpO2: Life-Threatening
69,23,HR: Above Average - SpO2: Life-Threatening
69,24,HR: Above Average - SpO2: Life-Threatening
69,25,HR: Above Average - SpO2: Life-Threatening
69,26,HR: Above Average - SpO2: Life-Threatening
69,27,HR: Above Average - SpO2: Life-Threatening
69,28,HR: Above Average - SpO2: Life-Threatening
69,29,HR: Above Average - SpO2: Life-Threatening
69,30,HR: Above Average - SpO2: Life-Threatening
69,31,HR: Above Average - SpO2: Life-Threatening
69,32,HR: Above Average - SpO2: Life-Threatening
69,33,HR: Above Average - SpO2: Life-Threatening
69,34,HR: Above Average - SpO2: Life-Threatening
69,35,HR: Above Average - SpO2: Life-Threatening
69,36,HR: Above Average - SpO2: Life-Threatening
69,37,HR: Above Average - SpO2: Life-Threatening
69,38,HR: Above Average - SpO2: Life-Threatening
69,39,HR: Above Average - SpO2: Life-Threatening
69,40,HR: Above Average - SpO2: Life-Threatening
69,41,HR: Above Average - SpO2: Life-Threatening
69,42,HR: Above Average - SpO2: Life-Threatening
69,43,HR: Above Average - SpO2: Life-Threatening
69,44,HR: Above Average - SpO2: Life-Threatening
69,45,HR: Above Average - SpO2: Life-Threatening
69,46,HR: Above Average - SpO2: Life-Threatening
69,47,HR: Above Average - SpO2: Life-Threatening
69,48,HR: Above Average - SpO2: Life-Threatening
69,49,HR: Above Average - SpO2: Life-Threatening
69,50,HR: Above Average - SpO2: Life-Threatening
69,51,HR: Above Average - SpO2: Life-Threatening
69,52,HR: Above Average - SpO2: Life-Threatening
69,53,HR: Above Average - SpO2: Life-Threatening
69,54,HR: Above Average - SpO2: Life-Threatening
69,55,HR: Above Average - SpO2: Life-Threatening
69,56,HR: Above Average - SpO2: Life-Threatening
69,57,HR: Above Average - SpO2: Life-Threatening
69,58,HR: Above Average - SpO2: Life-Threatening
69,59,HR: Above Average - SpO2: Life-Threatening
69,60,HR: Above Average - SpO2: Life-Threatening
69,61,HR: Above Average - SpO2: Life-Threatening
69,62,HR: Above Average - SpO2: Life-Threatening
69,63,HR: Above Average - SpO2: Life-Threatening
69,64,HR: Above Average - SpO2: Life-Threatening
69,65,HR: Above Average - SpO2: Life-Threatening
69,66,HR: Above Average - SpO2: Life-Threatening
69,67,HR: Above Average - SpO2: Life-Threatening
69,68,HR: Above Average - SpO2: Life-Threatening
69,69,HR: Above Average - SpO2: Life-Threatening
69,70,HR: Above Average - SpO2: Critical
69,71,HR: Above Average - SpO2: Critical
69,72,HR: Above Average - SpO2: Critical
69,73,HR: Above Average - SpO2: Critical
69,74,HR: Above Average - SpO2: Critical
69,75,HR: Above Average - SpO2: Critical
69,76,HR: Above Average - SpO2: Critical
69,77,HR: Above Average - SpO2: Critical
69,78,HR: Above Average - SpO2: Critical
69,79,HR: Above Average - SpO2: Critical
69,80,HR: Above Average - SpO2: Critical
69,81,HR: Above Average - SpO2: Critical
69,82,HR: Above Average - SpO2: Critical
69,83,HR: Above Average - SpO2: Critical
69,84,HR: Above Average - SpO2: Critical
69,85,HR: Above Average - SpO2: Critical
69,86,HR: Above Average - SpO2: Critical
69,87,HR: Above Average - SpO2: Critical
69,88,HR: Above Average - SpO2: Critical
69,89,HR: Above Average - SpO2: Critical
69,90,HR: Above Average - SpO2: Decreased
69,91,HR: Above Average - SpO2: Decreased
69,92,HR: Above Average - SpO2: Decreased
69,93,HR: Above Average - SpO2: Decreased
69,94,HR: Above Average - SpO2: Decreased
69,95,HR: Above Average - SpO2: Tolerable
69,96,HR: Above Average - SpO2: Tolerable
69,97,HR: Above Average - SpO2: Tolerable
69,98,HR: Above Average - SpO2: Normal
69,99,HR: Above Average - SpO2: Normal
69,100,HR: Above Average - SpO2: Normal
70,0,HR: Average - SpO2: Life-Threatening
70,1,HR: Average - SpO2: Life-Threatening
70,2,HR: Average - SpO2: Life-Threatening
70,3,HR: Average - SpO2: Life-Threatening
70,4,HR: Average - SpO2: Life-Threatening
70,5,HR: Average - SpO2: Life-Threatening
70,6,HR: Average - SpO2: Life-Threatening
70,7,HR: Average - SpO2: Life-Threatening
70,8,HR: Average - SpO2: Life-Threatening
70,9,HR: Average - SpO2: Life-Threatening
70,10,HR: Average - SpO2: Life-Threatening
70,11,HR: Average - SpO2: Life-Threatening
70,12,HR: Average - SpO2: Life-Threatening
70,13,HR: Average - SpO2: Life-Threatening
70,14,HR: Average - SpO2: Life-Threatening
70,15,HR: Average - SpO2: Life-Threatening
70,16,HR: Average - SpO2: Life-Threatening
70,17,HR: Average - SpO2: Life-Threatening
70,18,HR: Average - SpO2: Life-Threatening
70,19,HR: Average - SpO2: Life-Threatening
70,20,HR: Average - SpO2: Life-Threatening
70,21,HR: Average - SpO2: Life-Threatening
70,22,HR: Average - SpO2: Life-Threatening
70,23,HR: Average - SpO2: Life-Threatening
70,24,HR: Average - SpO2: Life-Threatening
70,25,HR: Average - SpO2: Life-Threatening
70,26,HR: Average - SpO2: Life-Threatening
70,27,HR: Average - SpO2: Life-Threatening
70,28,HR: Average - SpO2: Life-Threatening
70,29,HR: Average - SpO2: Life-Threatening
70,30,HR: Average - SpO2: Life-Threatening
70,31,HR: Average - SpO2: Life-Threatening
70,32,HR: Average - SpO2: Life-Threatening
70,33,HR: Average - SpO2: Life-Threatening
70,34,HR: Average - SpO2: Life-Threatening
70,35,HR: Average - SpO2: Life-Threatening
70,36,HR: Average - SpO2: Life-Threatening
70,37,HR: Average - SpO2: Life-Threatening
70,38,HR: Average - SpO2: Life-Threatening
70,39,HR: Average - SpO2: Life-Threatening
70,40,HR: Average - SpO2: Life-Threatening
70,41,HR: Average - SpO2: Life-Threatening
70,42,HR: Average - SpO2: Life-Threatening
70,43,HR: Average - SpO2: Life-Threatening
70,44,HR: Average - SpO2: Life-Threatening
70,45,HR: Average - SpO2: Life-Threatening
70,46,HR: Average - SpO2: Life-Threatening
70,47,HR: Average - SpO2: Life-Threatening
70,48,HR: Average - SpO2: Life-Threatening
70,49,HR: Average - SpO2: Life-Threatening
70,50,HR: Average - SpO2: Life-Threatening
70,51,HR: Average - SpO2: Life-Threatening
70,52,HR: Average - SpO2: Life-Threatening
70,53,HR: Average - SpO2: Life-Threatening
70,54,HR: Average - SpO2: Life-Threatening
70,55,HR: Average - SpO2: Life-Threatening
70,56,HR: Average - SpO2: Life-Threatening
70,57,HR: Average - SpO2: Life-Threatening
70,58,HR: Average - SpO2: Life-Threatening
70,59,HR: Average - SpO2: Life-Threatening
70,60,HR: Average - SpO2: Life-Threatening
70,61,HR: Average - SpO2: Life-Threatening
70,62,HR: Average - SpO2: Life-Threatening
70,63,HR: Average - SpO2: Life-Threatening
70,64,HR: Average - SpO2: Life-Threatening
70,65,HR: Average - SpO2: Life-Threatening
70,66,HR: Average - SpO2: Life-Threatening
70,67,HR: Average - SpO2: Life-Threatening
70,68,HR: Average - SpO2: Life-Threatening
70,69,HR: Average - SpO2: Life-Threatening
70,70,HR: Average - SpO2: Critical
70,71,HR: Average - SpO2: Critical
70,72,HR: Average - SpO2: Critical
70,73,HR: Average - SpO2: Critical
70,74,HR: Average - SpO2: Critical
70,75,HR: Average - SpO2: Critical
70,76,HR: Average - SpO2: Critical
70,77,HR: Average - SpO2: Critical
70,78,HR: Average - SpO2: Critical
70,79,HR: Average - SpO2: Critical
70,80,HR: Average - SpO2: Critical
70,81,HR: Average - SpO2: Critical
70,82,HR: Average - SpO2: Critical
70,83,HR: Average - SpO2: Critical
70,84,HR: Average - SpO2: Critical
70,85,HR: Average - SpO2: Critical
70,86,HR: Average - SpO2: Critical
70,87,HR: Average - SpO2: Critical
70,88,HR: Average - SpO2: Critical
70,89,HR: Average - SpO2: Critical
70,90,HR: Average - SpO2: Decreased
70,91,HR: Average - SpO2: Decreased
70,92,HR: Average - SpO2: Decreased
70,93,HR: Average - SpO2: Decreased
70,94,HR: Average - SpO2: Decreased
70,95,HR: Average - SpO2: Tolerable
70,96,HR: Average - SpO2: Tolerable
70,97,HR: Average - SpO2: Tolerable
70,98,HR: Average - SpO2: Normal
70,99,HR: Average - SpO2: Normal
70,100,HR: Average - SpO2: Normal
71,0,HR: Average - SpO2: Life-Threatening
71,1,HR: Average - SpO2: Life-Threatening
71,2,HR: Average - SpO2: Life-Threatening
71,3,HR: Average - SpO2: Life-Threatening
71,4,HR: Average - SpO2: Life-Threatening
71,5,HR: Average - SpO2: Life-Threatening
71,6,HR: Average - SpO2: Life-Threatening
71,7,HR: Average - SpO2: Life-Threatening
71,8,HR: Average - SpO2: Life-Threatening
71,9,HR: Average - SpO2: Life-Threatening
71,10,HR: Average - SpO2: Life-Threatening
71,11,HR: Average - SpO2: Life-Threatening
71,12,HR: Average - SpO2: Life-Threatening
71,13,HR: Average - SpO2: Life-Threatening
71,14,HR: Average - SpO2: Life-Threatening
71,15,HR: Average - SpO2: Life-Threatening
71,16,HR: Average - SpO2: Life-Threatening
71,17,HR: Average - SpO2: Life-Threatening
71,18,HR: Average - SpO2: Life-Threatening
71,19,HR: Average - SpO2: Life-Threatening
71,20,HR: Average - SpO2: Life-Threatening
71,21,HR: Average - SpO2: Life-Threatening
71,22,HR: Average - SpO2: Life-Threatening
71,23,HR: Average - SpO2: Life-Threatening
71,24,HR: Average - SpO2: Life-Threatening
71,25,HR: Average - SpO2: Life-Threatening
71,26,HR: Average - SpO2: Life-Threatening
71,27,HR: Average - SpO2: Life-Threatening
71,28,HR: Average - SpO2: Life-Threatening
71,29,HR: Average - SpO2: Life-Threatening
71,30,HR: Average - SpO2: Life-Threatening
71,31,HR: Average - SpO2: Life-Threatening
71,32,HR: Average - SpO2: Life-Threatening
71,33,HR: Average - SpO2: Life-Threatening
71,34,HR: Average - SpO2: Life-Threatening
71,35,HR: Average - SpO2: Life-Threatening
71,36,HR: Average - SpO2: Life-Threatening
71,37,HR: Average - SpO2: Life-Threatening
71,38,HR: Average - SpO2: Life-Threatening
71,39,HR: Average - SpO2: Life-Threatening
71,40,HR: Average - SpO2: Life-Threatening
71,41,HR: Average - SpO2: Life-Threatening
71,42,HR: Average - SpO2: Life-Threatening
71,43,HR: Average - SpO2: Life-Threatening
71,44,HR: Average - SpO2: Life-Threatening
71,45,HR: Average - SpO2: Life-Threatening
71,46,HR: Average - SpO2: Life-Threatening
71,47,HR: Average - SpO2: Life-Threatening
71,48,HR: Average - SpO2: Life-Threatening
71,49,HR: Average - SpO2: Life-Threatening
71,50,HR: Average - SpO2: Life-Threatening
71,51,HR: Average - SpO2: Life-Threatening
71,52,HR: Average - SpO2: Life-Threatening
71,53,HR: Average - SpO2: Life-Threatening
71,54,HR: Average - SpO2: Life-Threatening
71,55,HR: Average - SpO2: Life-Threatening
71,56,HR: Average - SpO2: Life-Threatening
71,57,HR: Average - SpO2: Life-Threatening
71,58,HR: Average - SpO2: Life-Threatening
71,59,HR: Average - SpO2: Life-Threatening
71,60,HR: Average - SpO2: Life-Threatening
71,61,HR: Average - SpO2: Life-Threatening
71,62,HR: Average - SpO2: Life-Threatening
71,63,HR: Average - SpO2: Life-Threatening
71,64,HR: Average - SpO2: Life-Threatening
71,65,HR: Average - SpO2: Life-Threatening
71,66,HR: Average - SpO2: Life-Threatening
71,67,HR: Average - SpO2: Life-Threatening
71,68,HR: Average - SpO2: Life-Threatening
71,69,HR: Average - SpO2: Life-Threatening
71,70,HR: Average - SpO2: Critical
71,71,HR: Average - SpO2: Critical
71,72,HR: Average - SpO2: Critical
71,73,HR: Average - SpO2: Critical
71,74,HR: Average - SpO2: Critical
71,75,HR: Average - SpO2: Critical
71,76,HR: Average - SpO2: Critical
71,77,HR: Average - SpO2: Critical
71,78,HR: Average - SpO2: Critical
71,79,HR: Average - SpO2: Critical
71,80,HR: Average - SpO2: Critical
71,81,HR: Average - SpO2: Critical
71,82,HR: Average - SpO2: Critical
71,83,HR: Average - SpO2: Critical
71,84,HR: Average - SpO2: Critical
71,85,HR: Average - SpO2: Critical
71,86,HR: Average - SpO2: Critical
71,87,HR: Average - SpO2: Critical
71,88,HR: Average - SpO2: Critical
71,89,HR: Average - SpO2: Critical
71,90,HR: Average - SpO2: Decreased
71,91,HR: Average - SpO2: Decreased
71,92,HR: Average - SpO2: Decreased
71,93,HR: Average - SpO2: Decreased
71,94,HR: Average - SpO2: Decreased
71,95,HR: Average - SpO2: Tolerable
71,96,HR: Average - SpO2: Tolerable
71,97,HR: Average - SpO2: Tolerable
71,98,HR: Average - SpO2: Normal
71,99,HR: Average - SpO2: Normal
71,100,HR: Average - SpO2: Normal
72,0,HR: Average - SpO2: Life-Threatening
72,1,HR: Average - SpO2: Life-Threatening
72,2,HR: Average - SpO2: Life-Threatening
72,3,HR: Average - SpO2: Life-Threatening
72,4,HR: Average - SpO2: Life-Threatening
72,5,HR: Average - SpO2: Life-Threatening
72,6,HR: Average - SpO2: Life-Threatening
72,7,HR: Average - SpO2: Life-Threatening
72,8,HR: Average - SpO2: Life-Threatening
72,9,HR: Average - SpO2: Life-Threatening
72,10,HR: Average - SpO2: Life-Threatening
72,11,HR: Average - SpO2: Life-Threatening
72,12,HR: Average - SpO2: Life-Threatening
72,13,HR: Average - SpO2: Life-Threatening
72,14,HR: Average - SpO2: Life-Threatening
72,15,HR: Average - SpO2: Life-Threatening
72,16,HR: Average - SpO2: Life-Threatening
72,17,HR: Average - SpO2: Life-Threatening
72,18,HR: Average - SpO2: Life-Threatening
72,19,HR: Average - SpO2: Life-Threatening
72,20,HR: Average - SpO2: Life-Threatening
72,21,HR: Average - SpO2: Life-Threatening
72,22,HR: Average - SpO2: Life-Threatening
72,23,HR: Average - SpO2: Life-Threatening
72,24,HR: Average - SpO2: Life-Threatening
72,25,HR: Average - SpO2: Life-Threatening
72,26,HR: Average - SpO2: Life-Threatening
72,27,HR: Average - SpO2: Life-Threatening
72,28,HR: Average - SpO2: Life-Threatening
72,29,HR: Average - SpO2: Life-Threatening
72,30,HR: Average - SpO2: Life-Threatening
72,31,HR: Average - SpO2: Life-Threatening
72,32,HR: Average - SpO2: Life-Threatening
72,33,HR: Average - SpO2: Life-Threatening
72,34,HR: Average - SpO2: Life-Threatening
72,35,HR: Average - SpO2: Life-Threatening
72,36,HR: Average - SpO2: Life-Threatening
72,37,HR: Average - SpO2: Life-Threatening
72,38,HR: Average - SpO2: Life-Threatening
72,39,HR: Average - SpO2: Life-Threatening
72,40,HR: Average - SpO2: Life-Threatening
72,41,HR: Average - SpO2: Life-Threatening
72,42,HR: Average - SpO2: Life-Threatening
72,43,HR: Average - SpO2: Life-Threatening
72,44,HR: Average - SpO2: Life-Threatening
72,45,HR: Average - SpO2: Life-Threatening
72,46,HR: Average - SpO2: Life-Threatening
72,47,HR: Average - SpO2: Life-Threatening
72,48,HR: Average - SpO2: Life-Threatening
72,49,HR: Average - SpO2: Life-Threatening
72,50,HR: Average - SpO2: Life-Threatening
72,51,HR: Average - SpO2: Life-Threatening
72,52,HR: Average - SpO2: Life-Threatening
72,53,HR: Average - SpO2: Life-Threatening
72,54,HR: Average - SpO2: Life-Threatening
72,55,HR: Average - SpO2: Life-Threatening
72,56,HR: Average - SpO2: Life-Threatening
72,57,HR: Average - SpO2: Life-Threatening
72,58,HR: Average - SpO2: Life-Threatening
72,59,HR: Average - SpO2: Life-Threatening
72,60,HR: Average - SpO2: Life-Threatening
72,61,HR: Average - SpO2: Life-Threatening
72,62,HR: Average - SpO2: Life-Threatening
72,63,HR: Average - SpO2: Life-Threatening
72,64,HR: Average - SpO2: Life-Threatening
72,65,HR: Average - SpO2: Life-Threatening
72,66,HR: Average - SpO2: Life-Threatening
72,67,HR: Average - SpO2: Life-Threatening
72,68,HR: Average - SpO2: Life-Threatening
72,69,HR: Average - SpO2: Life-Threatening
72,70,HR: Average - SpO2: Critical
72,71,HR: Average - SpO2: Critical
72,72,HR: Average - SpO2: Critical
72,73,HR: Average - SpO2: Critical
72,74,HR: Average - SpO2: Critical
72,75,HR: Average - SpO2: Critical
72,76,HR: Average - SpO2: Critical
72,77,HR: Average - SpO2: Critical
72,78,HR: Average - SpO2: Critical
72,79,HR: Average - SpO2: Critical
72,80,HR: Average - SpO2: Critical
72,81,HR: Average - SpO2: Critical
72,82,HR: Average - SpO2: Critical
72,83,HR: Average - SpO2: Critical
72,84,HR: Average - SpO2: Critical
72,85,HR: Average - SpO2: Critical
72,86,HR: Average - SpO2: Critical
72,87,HR: Average - SpO2: Critical
72,88,HR: Average - SpO2: Critical
72,89,HR: Average - SpO2: Critical
72,90,HR: Average - SpO2: Decreased
72,91,HR: Average - SpO2: Decreased
72,92,HR: Average - SpO2: Decreased
72,93,HR: Average - SpO2: Decreased
72,94,HR: Average - SpO2: Decreased
72,95,HR: Average - SpO2: Tolerable
72,96,HR: Average - SpO2: Tolerable
72,97,HR: Average - SpO2: Tolerable
72,98,HR: Average - SpO2: Normal
72,99,HR: Average - SpO2: Normal
72,100,HR: Average - SpO2: Normal
73,0,HR: Average - SpO2: Life-Threatening
73,1,HR: Average - SpO2: Life-Threatening
73,2,HR: Average - SpO2: Life-Threatening
73,3,HR: Average - SpO2: Life-Threatening
73,4,HR: Average - SpO2: Life-Threatening
73,5,HR: Average - SpO2: Life-Threatening
73,6,HR: Average - SpO2: Life-Threatening
73,7,HR: Average - SpO2: Life-Threatening
73,8,HR: Average - SpO2: Life-Threatening
73,9,HR: Average - SpO2: Life-Threatening
73,10,HR: Average - SpO2: Life-Threatening
73,11,HR: Average - SpO2: Life-Threatening
73,12,HR: Average - SpO2: Life-Threatening
73,13,HR: Average - SpO2: Life-Threatening
73,14,HR: Average - SpO2: Life-Threatening
73,15,HR: Average - SpO2: Life-Threatening
73,16,HR: Average - SpO2: Life-Threatening
73,17,HR: Average - SpO2: Life-Threatening
73,18,HR: Average - SpO2: Life-Threatening
73,19,HR: Average - SpO2: Life-Threatening
73,20,HR: Average - SpO2: Life-Threatening
73,21,HR: Average - SpO2: Life-Threatening
73,22,HR: Average - SpO2: Life-Threatening
73,23,HR: Average - SpO2: Life-Threatening
73,24,HR: Average - SpO2: Life-Threatening
73,25,HR: Average - SpO2: Life-Threatening
73,26,HR: Average - SpO2: Life-Threatening
73,27,HR: Average - SpO2: Life-Threatening
73,28,HR: Average - SpO2: Life-Threatening
73,29,HR: Average - SpO2: Life-Threatening
73,30,HR: Average - SpO2: Life-Threatening
73,31,HR: Average - SpO2: Life-Threatening
73,32,HR: Average - SpO2: Life-Threatening
73,33,HR: Average - SpO2: Life-Threatening
73,34,HR: Average - SpO2: Life-Threatening
73,35,HR: Average - SpO2: Life-Threatening
73,36,HR: Average - SpO2: Life-Threatening
73,37,HR: Average - SpO2: Life-Threatening
73,38,HR: Average - SpO2: Life-Threatening
73,39,HR: Average - SpO2: Life-Threatening
73,40,HR: Average - SpO2: Life-Threatening
73,41,HR: Average - SpO2: Life-Threatening
73,42,HR: Average - SpO2: Life-Threatening
73,43,HR: Average - SpO2: Life-Threatening
73,44,HR: Average - SpO2: Life-Threatening
73,45,HR: Average - SpO2: Life-Threatening
73,46,HR: Average - SpO2: Life-Threatening
73,47,HR: Average - SpO2: Life-Threatening
73,48,HR: Average - SpO2: Life-Threatening
73,49,HR: Average - SpO2: Life-Threatening
73,50,HR: Average - SpO2: Life-Threatening
73,51,HR: Average - SpO2: Life-Threatening
73,52,HR: Average - SpO2: Life-Threatening
73,53,HR: Average - SpO2: Life-Threatening
73,54,HR: Average - SpO2: Life-Threatening
73,55,HR: Average - SpO2: Life-Threatening
73,56,HR: Average - SpO2: Life-Threatening
73,57,HR: Average - SpO2: Life-Threatening
73,58,HR: Average - SpO2: Life-Threatening
73,59,HR: Average - SpO2: Life-Threatening
73,60,HR: Average - SpO2: Life-Threatening
73,61,HR: Average - SpO2: Life-Threatening
73,62,HR: Average - SpO2: Life-Threatening
73,63,HR: Average - SpO2: Life-Threatening
73,64,HR: Average - SpO2: Life-Threatening
73,65,HR: Average - SpO2: Life-Threatening
73,66,HR: Average - SpO2: Life-Threatening
73,67,HR: Average - SpO2: Life-Threatening
73,68,HR: Average - SpO2: Life-Threatening
73,69,HR: Average - SpO2: Life-Threatening
73,70,HR: Average - SpO2: Critical
73,71,HR: Average - SpO2: Critical
73,72,HR: Average - SpO2: Critical
73,73,HR: Average - SpO2: Critical
73,74,HR: Average - SpO2: Critical
73,75,HR: Average - SpO2: Critical
73,76,HR: Average - SpO2: Critical
73,77,HR: Average - SpO2: Critical
73,78,HR: Average - SpO2: Critical
73,79,HR: Average - SpO2: Critical
73,80,HR: Average - SpO2: Critical
73,81,HR: Average - SpO2: Critical
73,82,HR: Average - SpO2: Critical
73,83,HR: Average - SpO2: Critical
73,84,HR: Average - SpO2: Critical
73,85,HR: Average - SpO2: Critical
73,86,HR: Average - SpO2: Critical
73,87,HR: Average - SpO2: Critical
73,88,HR: Average - SpO2: Critical
73,89,HR: Average - SpO2: Critical
73,90,HR: Average - SpO2: Decreased
73,91,HR: Average - SpO2: Decreased
73,92,HR: Average - SpO2: Decreased
73,93,HR: Average - SpO2: Decreased
73,94,HR: Average - SpO2: Decreased
73,95,HR: Average - SpO2: Tolerable
73,96,HR: Average - SpO2: Tolerable
73,97,HR: Average - SpO2: Tolerable
73,98,HR: Average - SpO2: Normal
73,99,HR: Average - SpO2: Normal
73,100,HR: Average - SpO2: Normal
74,0,HR: Below Average - SpO2: Life-Threatening
74,1,HR: Below Average - SpO2: Life-Threatening
74,2,HR: Below Average - SpO2: Life-Threatening
74,3,HR: Below Average - SpO2: Life-Threatening
74,4,HR: Below Average - SpO2: Life-Threatening
74,5,HR: Below Average - SpO2: Life-Threatening
74,6,HR: Below Average - SpO2: Life-Threatening
74,7,HR: Below Average - SpO2: Life-Threatening
74,8,HR: Below Average - SpO2: Life-Threatening
74,9,HR: Below Average - SpO2: Life-Threatening
74,10,HR: Below Average - SpO2: Life-Threatening
74,11,HR: Below Average - SpO2: Life-Threatening
74,12,HR: Below Average - SpO2: Life-Threatening
74,13,HR: Below Average - SpO2: Life-Threatening
74,14,HR: Below Average - SpO2: Life-Threatening
74,15,HR: Below Average - SpO2: Life-Threatening
74,16,HR: Below Average - SpO2: Life-Threatening
74,17,HR: Below Average - SpO2: Life-Threatening
74,18,HR: Below Average - SpO2: Life-Threatening
74,19,HR: Below Average - SpO2: Life-Threatening
74,20,HR: Below Average - SpO2: Life-Threatening
74,21,HR: Below Average - SpO2: Life-Threatening
74,22,HR: Below Average - SpO2: Life-Threatening
74,23,HR: Below Average - SpO2: Life-Threatening
74,24,HR: Below Average - SpO2: Life-Threatening
74,25,HR: Below Average - SpO2: Life-Threatening
74,26,HR: Below Average - SpO2: Life-Threatening
74,27,HR: Below Average - SpO2: Life-Threatening
74,28,HR: Below Average - SpO2: Life-Threatening
74,29,HR: Below Average - SpO2: Life-Threatening
74,30,HR: Below Average - SpO2: Life-Threatening
74,31,HR: Below Average - SpO2: Life-Threatening
74,32,HR: Below Average - SpO2: Life-Threatening
74,33,HR: Below Average - SpO2: Life-Threatening
74,34,HR: Below Average - SpO2: Life-Threatening
74,35,HR: Below Average - SpO2: Life-Threatening
74,36,HR: Below Average - SpO2: Life-Threatening
74,37,HR: Below Average - SpO2: Life-Threatening
74,38,HR: Below Average - SpO2: Life-Threatening
74,39,HR: Below Average - SpO2: Life-Threatening
74,40,HR: Below Average - SpO2: Life-Threatening
74,41,HR: Below Average - SpO2: Life-Threatening
74,42,HR: Below Average - SpO2: Life-Threatening
74,43,HR: Below Average - SpO2: Life-Threatening
74,44,HR: Below Average - SpO2: Life-Threatening
74,45,HR: Below Average - SpO2: Life-Threatening
74,46,HR: Below Average - SpO2: Life-Threatening
74,47,HR: Below Average - SpO2: Life-Threatening
74,48,HR: Below Average - SpO2: Life-Threatening
74,49,HR: Below Average - SpO2: Life-Threatening
74,50,HR: Below Average - SpO2: Life-Threatening
74,51,HR: Below Average - SpO2: Life-Threatening
74,52,HR: Below Average - SpO2: Life-Threatening
74,53,HR: Below Average - SpO2: Life-Threatening
74,54,HR: Below Average - SpO2: Life-Threatening
74,55,HR: Below Average - SpO2: Life-Threatening
74,56,HR: Below Average - SpO2: Life-Threatening
74,57,HR: Below Average - SpO2: Life-Threatening
74,58,HR: Below Average - SpO2: Life-Threatening
74,59,HR: Below Average - SpO2: Life-Threatening
74,60,HR: Below Average - SpO2: Life-Threatening
74,61,HR: Below Average - SpO2: Life-Threatening
74,62,HR: Below Average - SpO2: Life-Threatening
74,63,HR: Below Average - SpO2: Life-Threatening
74,64,HR: Below Average - SpO2: Life-Threatening
74,65,HR: Below Average - SpO2: Life-Threatening
74,66,HR: Below Average - SpO2: Life-Threatening
74,67,HR: Below Average - SpO2: Life-Threatening
74,68,HR: Below Average - SpO2: Life-Threatening
74,69,HR: Below Average - SpO2: Life-Threatening
74,70,HR: Below Average - SpO2: Critical
74,71,HR: Below Average - SpO2: Critical
74,72,HR: Below Average - SpO2: Critical
74,73,HR: Below Average - SpO2: Critical
74,74,HR: Below Average - SpO2: Critical
74,75,HR: Below Average - SpO2: Critical
74,76,HR: Below Average - SpO2: Critical
74,77,HR: Below Average - SpO2: Critical
74,78,HR: Below Average - SpO2: Critical
74,79,HR: Below Average - SpO2: Critical
74,80,HR: Below Average - SpO2: Critical
74,81,HR: Below Average - SpO2: Critical
74,82,HR: Below Average - SpO2: Critical
74,83,HR: Below Average - SpO2: Critical
74,84,HR: Below Average - SpO2: Critical
74,85,HR: Below Average - SpO2: Critical
74,86,HR: Below Average - SpO2: Critical
74,87,HR: Below Average - SpO2: Critical
74,88,HR: Below Average - SpO2: Critical
74,89,HR: Below Average - SpO2: Critical
74,90,HR: Below Average - SpO2: Decreased
74,91,HR: Below Average - SpO2: Decreased
74,92,HR: Below Average - SpO2: Decreased
